Тема,Заголовок,Застройщик,Приоритет застройщика,Приоритет от стейкхолдеров,Дата создания,Модуль,Состояние пожелания,ID задачи
API: Общие интеграции,Получать по API количество отправленных КП,ЮСИ,A,Нет: приоритет от стейкхолдера,24 дек. 2025 15:31,Внешнее API (apiintegration),Рассматривает аккаунт,HELPDESK-6419
API: Общие интеграции,Добавить метод dealcard/list и reserve/list в расширенное API,Яркий,Нет: приоритет застройщика,Нет: приоритет от стейкхолдера,28 мар. 2024 19:25,Внешнее API (apiintegration),В очереди на разработку,HELPDESK-1391
CRM: Общие интеграции,Добавить в конфигуратор отчетов параметр для фильтрации по незаполненным данным,Амград,Нет: приоритет застройщика,Нет: приоритет от стейкхолдера,19 дек. 2025 17:50,Конфигуратор отчётов (configurator),Рассматривает аккаунт,HELPDESK-6403
CRM: Общие интеграции,Расширить набор передаваемых в CRM из ALLIO полей,Макси,C,Нет: приоритет от стейкхолдера,29 февр. 2024 17:49,Интеграции CRM (crm),Рассматривает аккаунт,HELPDESK-1145
CRM: Общие интеграции,Добавить возможность связывать несколько сделок ALLIO с одной и той же сделкой в CRM,Расцвет,C,Нет: приоритет от стейкхолдера,7 мар. 2024 14:04,Интеграции CRM (crm),Рассматривает аккаунт,HELPDESK-1213
CRM: Статусы брони,Передавать в Битрикс статус брони,УДС,B,Нет: приоритет от стейкхолдера,5 дек. 2025 08:08,Интеграции CRM (crm),Рассматривает аккаунт,HELPDESK-6289
CRM: Фильтрация воронок,"Добавить автоматический переход по стадиям воронки, если бронь отменена автоматически (вышел срок)",УДС,B,Нет: приоритет от стейкхолдера,25 мар. 2024 12:22,Интеграции CRM (crm),Не делаем,HELPDESK-1340
CRM: Фильтрация воронок,Фильтровать доступные для АН воронки при связи с ЦРМ,ALLIO Demo,Нет: приоритет застройщика,Нет: приоритет от стейкхолдера,30 июл. 2025 11:58,Интеграции CRM (crm),На проверке,HELPDESK-5509
EVA: Акции в каталоге,Добавить в каталог Ева акции для помещений,Формула Сити,A,Нет: приоритет от стейкхолдера,11 нояб. 2025 18:32,Акции (promo),Зафиксировано,HELPDESK-6130
EVA: Доработки интерфейса,EVA - доработка сайта,Формула Сити,A,Нет: приоритет от стейкхолдера,23 дек. 2025 18:14,EVA,В очереди на разработку,HELPDESK-6415
EVA: Общие доработки,Редирект сайта,Аквилон,Нет: приоритет застройщика,Нет: приоритет от стейкхолдера,11 авг. 2025 12:00,EVA,Рассматривает аккаунт,HELPDESK-5590
EVA: Общие доработки,Убрать отправку заявки на почту на всех сайтах,Аквилон,Нет: приоритет застройщика,Нет: приоритет от стейкхолдера,14 мая 2024 12:31,EVA,Не делаем,HELPDESK-1729
EVA: Общие доработки,Почему в админке нельзя изменить дату ввода ЖК,Аквилон,Нет: приоритет застройщика,Нет: приоритет от стейкхолдера,22 янв. 2025 15:57,EVA,Зафиксировано,HELPDESK-4095
EVA: Общие доработки,Добавить в ЕВУ отправку КП и Шахматку,Русская Европа,Нет: приоритет застройщика,Нет: приоритет от стейкхолдера,25 нояб. 2025 15:43,EVA,Рассматривает разработка,HELPDESK-6225
EVA: Фильтрация помещений,Не выводить в каталог ЕВА заблокированные помещения,Формула Сити,B,Нет: приоритет от стейкхолдера,16 дек. 2025 15:04,EVA,В очереди на разработку,HELPDESK-6372
АЦО: Общие,Добавить копирование правил АЦО,Оникс,C,Нет: приоритет от стейкхолдера,1 апр. 2024 11:10,АЦО (pricecfg),Зафиксировано,HELPDESK-1400
АЦО: Общие,Добавить возможность изменять цену при массовой смене цен менее чем на 1%,Плюс,Нет: приоритет застройщика,Нет: приоритет от стейкхолдера,2 дек. 2025 09:26,Массовая смена цен (price_change),Рассматривает разработка,HELPDESK-6261
АЦО: Общие,Почему не отражается история изменения цены,Атлас,Нет: приоритет застройщика,Нет: приоритет от стейкхолдера,23 дек. 2025 07:52,Массовая смена цен (price_change),Рассматривает аккаунт,HELPDESK-6408
АЦО: Общие,Добавить возможность отката последней переоценки,Плюс,B,Нет: приоритет от стейкхолдера,25 нояб. 2025 11:39,Массовая смена цен (price_change),Рассматривает разработка,HELPDESK-6221
АЦО: Общие,Реализовать отложенное изменение цен,Аквилон,B,Нет: приоритет от стейкхолдера,26 апр. 2024 11:25,Массовая смена цен (price_change),Зафиксировано,HELPDESK-1647
АЦО: Общие,Добавить столбец со стоимостью объекта в конфигуратор отчетов,Амград,A,Нет: приоритет от стейкхолдера,28 июл. 2025 12:47,Конфигуратор отчётов (configurator),Зафиксировано,HELPDESK-5483
АЦО: Общие,Добавить функционал отложенного повышения цен,Верен,Нет: приоритет застройщика,Нет: приоритет от стейкхолдера,28 нояб. 2025 12:44,Массовая смена цен (price_change),Рассматривает разработка,HELPDESK-6245
АЦО: Общие,Отображать изменения при смене цен более 50%,Аквилон,Нет: приоритет застройщика,Нет: приоритет от стейкхолдера,28 окт. 2025 13:56,Массовая смена цен (price_change),Зафиксировано,HELPDESK-6034
АЦО: Общие,Добавить сброс фильтров при условии невозможности совпадения параметров,Плюс,Нет: приоритет застройщика,Нет: приоритет от стейкхолдера,8 дек. 2025 11:04,Массовая смена цен (price_change),Рассматривает разработка,HELPDESK-6301
АЦО: Общие,Отражать понижение цен по помещениям через отчет,Аквилон,Нет: приоритет застройщика,Нет: приоритет от стейкхолдера,9 сент. 2025 10:29,Карточка помещения (space),Рассматривает разработка,HELPDESK-5758
АЦО: Уведомления,Уведомление в Аллио о сработке правила АЦО,Самсон,B,Нет: приоритет от стейкхолдера,14 янв. 2025 18:18,Уведомления (events),Зафиксировано,HELPDESK-4043
АЦО: Частота срабатывания,Добавить возможность копирования правил АЦО,УДС,B,Нет: приоритет от стейкхолдера,21 мая 2024 10:29,АЦО (pricecfg),Зафиксировано,HELPDESK-1793
АЦО: Частота срабатывания,Свободный ввод частоты срабатывания правил АЦО,Самсон,B,Нет: приоритет от стейкхолдера,23 июл. 2025 18:17,АЦО (pricecfg),Зафиксировано,HELPDESK-5450
Агентства: Вознаграждения,Добавить возможность вносить вознаграждение агента вручную,Бауинвест,B,A,19 нояб. 2024 18:51,Агентства (cashback),Рассматривает аккаунт,HELPDESK-3695
Агентства: Общие,Упрощенный сценарий регистрации агентства,ЛенРусСтрой,A,A,14 июл. 2025 11:40,Агентства (cashback),Включили в эпик ДК,HELPDESK-5362
Агентства: Общие,Работа агентов через одну учетку,ЛенРусСтрой,A,Нет: приоритет от стейкхолдера,14 июл. 2025 11:48,Агентства (cashback),Зафиксировано,HELPDESK-5363
Агентства: Общие,Добавить возможность выбора для офиса/агентства нескольких городов,Элемент,B,Нет: приоритет от стейкхолдера,3 апр. 2024 16:14,Агентства (cashback),Не делаем,HELPDESK-1422
Агентства: Перебронирование,Бронирование: замена агентом помещения для перебронирования,ЛенРусСтрой,A,Нет: приоритет от стейкхолдера,14 июл. 2025 11:22,Агентства (cashback),Зафиксировано,HELPDESK-5358
Агентства: Регистрация самозанятых,Регистрация по ссылке для агентов-самозанятых,Макси,B,Нет: приоритет от стейкхолдера,11 июл. 2025 11:35,Агентства (cashback),Зафиксировано,HELPDESK-5335
Агентства: Чат с застройщиком,Бронирование: Уведомление агента об окончании бронирования,ЛенРусСтрой,A,A,14 июл. 2025 11:25,Агентства (cashback),Зафиксировано,HELPDESK-5359
Агентства: Чат с застройщиком,Чат между агентом и застройщиком,ЛенРусСтрой,A,Нет: приоритет от стейкхолдера,14 июл. 2025 11:29,Агентства (cashback),Зафиксировано,HELPDESK-5360
Агентства: Чат с застройщиком,"Добавить право для управления пользователями конкретного агентства, а не всеми пользователями",Сити Солюшн,C,Нет: приоритет от стейкхолдера,15 апр. 2024 10:02,Агентства (cashback),Зафиксировано,HELPDESK-1519
Акции: Комбо-акции,Комбо-акции на несколько лотов,Атлас,B,Нет: приоритет от стейкхолдера,13 авг. 2025 11:51,Акции (promo),Зафиксировано,HELPDESK-5616
Акции: Общие,Добавить возможность создания акции на несколько типов помещений,Острова,B,Нет: приоритет от стейкхолдера,12 нояб. 2024 17:02,Акции (promo),Зафиксировано,HELPDESK-3636
Акции: Общие,Почему не применяется вторая акция месяца,Элемент,B,Нет: приоритет от стейкхолдера,12 февр. 2025 16:15,Акции (promo),Зафиксировано,HELPDESK-4307
Акции: Общие,Реализовать функционал для отслеживания истории назначения акций на помещения,Оникс,B,Нет: приоритет от стейкхолдера,16 янв. 2025 12:24,Акции (promo),Зафиксировано,HELPDESK-4056
Акции: Общие,Cделать в массовом назначении акции сквозной стояк в рамках подъезда,Кронунг,Нет: приоритет застройщика,Нет: приоритет от стейкхолдера,19 дек. 2025 12:12,Акции (promo),Рассматривает аккаунт,HELPDESK-6399
Акции: Общие,Добавить переключатель для выбора старых и уникальных отделок,Амград,Нет: приоритет застройщика,Нет: приоритет от стейкхолдера,2 дек. 2025 08:25,Справочники (dictionary),Рассматривает разработка,HELPDESK-6259
Акции: Общие,Добавить приоритет акций в таблицу реестра акций,Элемент,A,Нет: приоритет от стейкхолдера,21 мар. 2025 19:58,Акции (promo),Зафиксировано,HELPDESK-4647
Акции: Общие,Выводить в массовом редакторе описание акции,Амград,Нет: приоритет застройщика,Нет: приоритет от стейкхолдера,28 нояб. 2025 18:10,Массовый редактор (masseditor),Рассматривает разработка,HELPDESK-6248
Акции: Общие,Добавить возможность ставить акции в начале списка,Элемент,C,Нет: приоритет от стейкхолдера,30 апр. 2025 10:04,Акции (promo),Рассматривает аккаунт,HELPDESK-4912
Акции: Общие,Не отображать в шахматке не наступившие акции,УДС,A,Нет: приоритет от стейкхолдера,30 окт. 2025 15:20,Акции (promo),Зафиксировано,HELPDESK-6051
Акции: Общие,Добавить в реестр назначенных акций мультивыбор объектов и ссылку на карточку помещения,Аквилон,C,Нет: приоритет от стейкхолдера,5 июн. 2024 14:33,Акции (promo),Зафиксировано,HELPDESK-1932
Акции: Общие,Добавить новый тип изменений стоимости в акции Фиксированный м2 к общей площади,Элемент,C,Нет: приоритет от стейкхолдера,5 февр. 2024 18:00,Акции (promo),Зафиксировано,HELPDESK-786
Акции: Установка стоимости,Добавить функционал в акцию по установке определенной стоимости помещения,Элемент,C,Нет: приоритет от стейкхолдера,13 сент. 2024 08:17,Акции (promo),Зафиксировано,HELPDESK-2974
Акции: Установка стоимости,Передавать в фид для сайта название акции,Амград,A,Нет: приоритет от стейкхолдера,29 июл. 2025 16:37,Фиды (feeds),Зафиксировано,HELPDESK-5503
Бронирование: Прочее,Добавить возможность гибкого расчета поля Итого в разделе Корп.резерва,Верен,Нет: приоритет застройщика,Нет: приоритет от стейкхолдера,10 нояб. 2025 14:14,Корп. брони (reserve corp),Зафиксировано,HELPDESK-6106
Бронирование: Прочее,Добавить в реестр договоров бронирования поле для отслеживания отдела продаж и агентства недвижимости,Аквилон,C,Нет: приоритет от стейкхолдера,2 мая 2024 16:51,Таблицы (table),В очереди на разработку,HELPDESK-1681
Бронирование: Прочее,Добавить возможность продлевать корпоративные брони и отслеживать эти продления,Аквилон,A,B,22 мая 2024 11:09,Корп. брони (reserve corp),Рассматривает аккаунт,HELPDESK-1813
Бронирование: Прочее,Увеличить лимит для строительного адреса,Макси,Нет: приоритет застройщика,Нет: приоритет от стейкхолдера,23 дек. 2025 17:09,Карточка объекта (building),Рассматривает аккаунт,HELPDESK-6413
Бронирование: Прочее,Автоматически высчитывать сумму ПВ и частичного ПВ в КП,АльфаСтройИнвест,Нет: приоритет застройщика,A,3 дек. 2025 15:24,Ипотечный калькулятор (mortage_calc),Рассматривает аккаунт,HELPDESK-6280
Галерея: Общие,"Изменить логику фильтров ""Скрыть проданные"" и ""Проданный объект",Острова,C,Нет: приоритет от стейкхолдера,28 нояб. 2025 09:43,Галерея (building),Рассматривает разработка,HELPDESK-6241
Галерея: Порядок корпусов,Добавить настройку порядка корпусов внутри ЖК в Галерее объектов,УДС,B,Нет: приоритет от стейкхолдера,24 мая 2024 13:24,Галерея (building),Рассматривает аккаунт,HELPDESK-1849
Галерея: Порядок корпусов,Добавить настройку порядка корпусов внутри ЖК,Элемент,Нет: приоритет застройщика,Нет: приоритет от стейкхолдера,7 июн. 2024 09:58,Галерея (building),Не делаем,HELPDESK-1958
Галерея: Порядок корпусов,Добавить возможность управлять порядком корпусов внутри ЖК,Элемент,Нет: приоритет застройщика,Нет: приоритет от стейкхолдера,7 июн. 2024 10:46,Галерея (building),Не делаем,HELPDESK-1959
Графики платежей: Выгрузка,Добавить в график платежей выгрузку в xls и итоги,Аквилон,Нет: приоритет застройщика,Нет: приоритет от стейкхолдера,12 февр. 2025 12:44,Карточки сделок (dealcard и agreement и cession),Зафиксировано,HELPDESK-4298
Графики платежей: Изменение,Добавить возможность изменять график платежей с учетом изменения цены ДС,Аквилон,Нет: приоритет застройщика,Нет: приоритет от стейкхолдера,30 дек. 2025 11:52,Карточки сделок (dealcard и agreement и cession),Рассматривает аккаунт,HELPDESK-6461
Графики платежей: Общие,Вывести график платежей по рассрочке или траншевой ипотеке в отчёт,Аквилон,Нет: приоритет застройщика,Нет: приоритет от стейкхолдера,9 июл. 2024 18:51,Заявки на договор (applist),Зафиксировано,HELPDESK-2331
ДКП,Добавить поле для ЕГРН в ДКП/ДДУ,Бауинвест,A,Нет: приоритет от стейкхолдера,10 нояб. 2025 15:07,Заявки на договор (applist),Рассматривает разработка,HELPDESK-6109
ДКП,"Добавить в факт продаж для агентств ""Подписание ДКП",Макси,C,Нет: приоритет от стейкхолдера,11 июл. 2025 11:57,Агентства (cashback),Зафиксировано,HELPDESK-5336
ДКП,"Прошу оценить добавление 2 опций в отчет ""Сводный анализ по застройщику",ALLIO Demo,Нет: приоритет застройщика,Нет: приоритет от стейкхолдера,27 нояб. 2025 16:10,Таблицы (table),Рассматривает разработка,HELPDESK-6239
ДКП,Добавить поля для ДДУ,Ханса,Нет: приоритет застройщика,Нет: приоритет от стейкхолдера,30 янв. 2025 18:30,Управление шаблонами (templates),На паузе,HELPDESK-4183
Договоры: Прочее,Скачивание графика платежей в Excel,Атлас,B,Нет: приоритет от стейкхолдера,13 авг. 2025 12:36,—,Зафиксировано,HELPDESK-5622
Договоры: Прочее,Добавить в Аллио оси подъезда и поле под них для генерации договора,ЛенРусСтрой,A,Нет: приоритет от стейкхолдера,29 июл. 2025 14:46,—,Зафиксировано,HELPDESK-5497
Договоры: Прочее,"В истории изменения цен нет цены, по которой продано помещение",Атлас,B,Нет: приоритет от стейкхолдера,3 июн. 2024 14:57,Карточка помещения (space),В очереди на разработку,HELPDESK-1911
Договоры: Прочее,Добавить автоматическое обновление даты рассрочки  в заявке на договор,УДС,B,Нет: приоритет от стейкхолдера,7 нояб. 2025 13:48,Карточка объекта (building),Включили в эпик ДК,HELPDESK-6090
Заявки на договор: Общие,Добавить возможность восстановить удалённую заявку на договор,УДС,B,Нет: приоритет от стейкхолдера,26 июн. 2024 10:27,Заявки на договор (applist),Зафиксировано,HELPDESK-2091
Заявки на договор: Общие,Расширить UX для заполнения графика рассрочки,Острова,B,Нет: приоритет от стейкхолдера,30 июн. 2025 12:20,Заявки на договор (applist),Включили в эпик ДК,HELPDESK-5265
Заявки на договор: Согласование,Разделить процесс согласования в ЗнД,АльфаСтройИнвест,Нет: приоритет застройщика,Нет: приоритет от стейкхолдера,14 нояб. 2025 17:29,Заявки на договор (applist),Рассматривает разработка,HELPDESK-6161
Интеграции: ТрендАгент,"Добавить поддержку других интеграций по типу ""ТрендАгент",ALLIO Dev,Нет: приоритет застройщика,Нет: приоритет от стейкхолдера,12 нояб. 2025 10:24,Внешнее API (apiintegration),Зафиксировано,HELPDESK-6132
КП: Изображения,Добавить фильтрацию изображений по типам в КП,Аквилон,Нет: приоритет застройщика,Нет: приоритет от стейкхолдера,10 дек. 2025 10:31,КП (offer),Рассматривает разработка,HELPDESK-6323
КП: Кастомизация,Кастомизация Коммерческого предложения,ЮСИ,A,Нет: приоритет от стейкхолдера,4 июл. 2025 15:50,КП (offer),Включили в эпик ДК,HELPDESK-5293
КП: Общие,"Разрешить отправку КП, если шахматка разутверждена",Аквилон,C,Нет: приоритет от стейкхолдера,11 мар. 2024 13:45,КП (offer),Не делаем,HELPDESK-1221
КП: Общие,Добавить просмотр количества коммерческих помещений в галерее объекта,Верен,Нет: приоритет застройщика,Нет: приоритет от стейкхолдера,11 нояб. 2025 17:50,Галерея (building),Зафиксировано,HELPDESK-6129
КП: Общие,Дублирование логотипа Аллио в ПДФ в КП,АльфаСтройИнвест,A,A,12 нояб. 2025 17:00,КП (offer),Включили в эпик ДК,HELPDESK-6138
КП: Общие,Добавить расчет по Ипотеке в ПДФ в КП,АльфаСтройИнвест,A,A,12 нояб. 2025 17:01,КП (offer),Включили в эпик ДК,HELPDESK-6139
КП: Общие,Замена названия застройщика,Компакт,Нет: приоритет застройщика,Нет: приоритет от стейкхолдера,13 февр. 2025 14:39,КП (offer),Включили в эпик ДК,HELPDESK-4323
КП: Общие,Выводить заголовок объекта в КП с несколькими очередями,Макси,B,Нет: приоритет от стейкхолдера,17 июл. 2025 08:57,КП (offer),Зафиксировано,HELPDESK-5391
КП: Общие,Изменить название застройщика в автосообщении при отправке КП в мессенджеры,Элемент,B,Нет: приоритет от стейкхолдера,17 янв. 2025 18:33,КП (offer),Включили в эпик ДК,HELPDESK-4068
КП: Общие,Внести изменения в дизайн печатной версии КП,Элемент,Нет: приоритет застройщика,Нет: приоритет от стейкхолдера,18 июн. 2024 11:57,КП (offer),Зафиксировано,HELPDESK-2032
КП: Общие,Добавить переключатель для отображения отделок в КП,Аквилон,Нет: приоритет застройщика,Нет: приоритет от стейкхолдера,24 дек. 2025 17:53,КП (offer),Рассматривает разработка,HELPDESK-6422
КП: Общие,Сделать блок Расчет стоимости выше в вэб-КП,Элемент,B,Нет: приоритет от стейкхолдера,25 сент. 2024 18:25,КП (offer),Включили в эпик ДК,HELPDESK-3150
КП: Общие,Добавить автозамену строительного адреса на фактический в карточке помещения,Аквилон,C,Нет: приоритет от стейкхолдера,29 мая 2024 14:07,КП (offer),Зафиксировано,HELPDESK-1886
КП: Общие,Добавить отправку ссылки на КП прямо из карточки помещения,ЮСИ,Нет: приоритет застройщика,Нет: приоритет от стейкхолдера,3 дек. 2025 14:43,КП (offer),Рассматривает разработка,HELPDESK-6277
КП: Общие,Проброс действия пользователя в CRM,ALLIO Dev,Нет: приоритет застройщика,Нет: приоритет от стейкхолдера,30 дек. 2025 11:55,КП (offer),Требует уточнения,HELPDESK-6462
КП: Общие,Привязка шаблона КП к офису продаж,ALLIO Dev,Нет: приоритет застройщика,Нет: приоритет от стейкхолдера,30 дек. 2025 12:27,КП (offer),Требует уточнения,HELPDESK-6468
КП: Общие,Добавить возможность не выводить контакты менеджеров в  КП,Атлас,A,Нет: приоритет от стейкхолдера,6 нояб. 2025 13:08,КП (offer),Включили в эпик ДК,HELPDESK-6082
КП: Общие,Разработать вайт-лейбл КП на базе веб-КП ALLIO,Элемент,B,Нет: приоритет от стейкхолдера,7 февр. 2025 13:44,КП (offer),Зафиксировано,HELPDESK-4253
КП: Стоимость и ценообразование,Добавить возможность выводить в КП только одну стоимость помещения (базовую или 100%),УДС,B,Нет: приоритет от стейкхолдера,22 окт. 2025 15:55,КП (offer),Зафиксировано,HELPDESK-6006
КП: Стоимость и ценообразование,"Добавить в КП возможность добавлять индивидуальные условия +акции, как в ЗнД",ЮСИ,Нет: приоритет застройщика,Нет: приоритет от стейкхолдера,22 окт. 2025 16:05,КП (offer),Зафиксировано,HELPDESK-6007
КП: Стоимость и ценообразование,Добавить в КП на подборку общую сумму всех помещений,Элемент,B,Нет: приоритет от стейкхолдера,31 янв. 2025 12:45,КП (offer),Зафиксировано,HELPDESK-4192
КП: Стоимость и ценообразование,"Перенести блок Расчёт стоимости в КП выше, чем блок со стоимостями",Элемент,B,Нет: приоритет от стейкхолдера,5 нояб. 2024 12:07,КП (offer),Включили в эпик ДК,HELPDESK-3550
Карточка сделки: Общие,Добавить отметку о наличии траншевой ипотеки в карточках сделки,Аквилон,C,Нет: приоритет от стейкхолдера,19 мар. 2024 15:57,Карточки сделок (dealcard и agreement и cession),Зафиксировано,HELPDESK-1288
Карточка сделки: Общие,"Добавить возможность выбора для факта продаж стадию КС ""Договор зарегистрирован"" и дату факта продаж ""Дата регистрации договора",ЛенРусСтрой,B,Нет: приоритет от стейкхолдера,24 апр. 2024 18:03,Карточки сделок (dealcard и agreement и cession),Зафиксировано,HELPDESK-1631
Карточка сделки: Общие,"Добавить новый тип шаблона ""Предварительный договор купли продажи",УДС,A,Нет: приоритет от стейкхолдера,25 дек. 2023 13:57,Карточки сделок (dealcard и agreement и cession),Рассматривает аккаунт,HELPDESK-358
Карточка сделки: Общие,Добавить смену оплаты после закрытия карточки сделки,Верен,Нет: приоритет застройщика,Нет: приоритет от стейкхолдера,27 нояб. 2025 11:59,Карточки сделок (dealcard и agreement и cession),Рассматривает разработка,HELPDESK-6234
Карточка сделки: Общие,Добавить возможность указывать двух агентов недвижимости в сделке.,АльфаСтройИнвест,Нет: приоритет застройщика,Нет: приоритет от стейкхолдера,27 нояб. 2025 18:12,Карточки сделок (dealcard и agreement и cession),Рассматривает разработка,HELPDESK-6240
Карточка сделки: Общие,"Добавить в КС поля для ввода даты ДОУ, номер ДОУ, срок действия ДОУ",Амград,C,Нет: приоритет от стейкхолдера,28 июл. 2025 16:34,Карточки сделок (dealcard и agreement и cession),Зафиксировано,HELPDESK-5488
Карточка сделки: Общие,Внесения планируемых дат поступления д/с вручную или из 1С по API,ЛенРусСтрой,A,Нет: приоритет от стейкхолдера,5 июл. 2024 18:47,Карточки сделок (dealcard и agreement и cession),Включили в эпик ДК,HELPDESK-2313
Карточка сделки: Общие,Не сохраняются дата отправки и регистрации по Сделке РФ,Аквилон,Нет: приоритет застройщика,Нет: приоритет от стейкхолдера,6 нояб. 2025 11:40,Карточки сделок (dealcard и agreement и cession),В очереди на разработку,HELPDESK-6078
Карточка сделки: Эскроу-счета,Выводить в КС номер эскроу-счета покупателя,Аквилон,B,Нет: приоритет от стейкхолдера,19 февр. 2025 17:06,Карточки сделок (dealcard и agreement и cession),Зафиксировано,HELPDESK-4386
Карточка сделки: Эскроу-счета,Добавить в КС поле с датой открытия эскроу-счета,Макрострой,B,Нет: приоритет от стейкхолдера,19 февр. 2025 17:07,Карточки сделок (dealcard и agreement и cession),Зафиксировано,HELPDESK-4387
Контрагенты: Дубликаты,Вывести в настройки сервера запрет дублей КА,Атлас,Нет: приоритет застройщика,Нет: приоритет от стейкхолдера,11 янв. 2024 10:36,Контрагенты (agent),Зафиксировано,HELPDESK-477
Контрагенты: Дубликаты,Дубликаты контрагентов,Атлас,C,Нет: приоритет от стейкхолдера,11 янв. 2024 19:13,Контрагенты (agent),Зафиксировано,HELPDESK-495
Контрагенты: Дубликаты,Разграничить право на реестр контрагентов,Аквилон,Нет: приоритет застройщика,Нет: приоритет от стейкхолдера,18 дек. 2025 16:11,Права (access),Рассматривает разработка,HELPDESK-6395
Контрагенты: Дубликаты,Добавить возможность объединять дублирующие друг друга карточки контрагентов,Аквилон,B,Нет: приоритет от стейкхолдера,21 мар. 2024 17:10,Контрагенты (agent),Зафиксировано,HELPDESK-1323
Контрагенты: ИП,Не получается ввести номер телефона для иностранного гражданина,Атлас,Нет: приоритет застройщика,Нет: приоритет от стейкхолдера,23 дек. 2025 14:51,Контрагенты (agent),Рассматривает аккаунт,HELPDESK-6411
Контрагенты: ИП,"Адаптировать выгрузку в документы информации о контрагенте, если его тип ИП",Элемент,A,Нет: приоритет от стейкхолдера,6 июн. 2024 19:09,Конструктор документов (docgen),Зафиксировано,HELPDESK-1956
Контрагенты: ИП,Добавить в выгрузку информации о контрагенте-ИП данные ЕГРИП,Элемент,C,Нет: приоритет от стейкхолдера,7 июн. 2024 15:12,Конструктор документов (docgen),Зафиксировано,HELPDESK-1961
Контрагенты: Общие,"Изменить логику поиска контрагента: если нет отчества, выводить совпадения по имени и фамилии",Аквилон,C,Нет: приоритет от стейкхолдера,11 мар. 2024 12:53,Контрагенты (agent),Зафиксировано,HELPDESK-1219
Контрагенты: Общие,Сделать поле Отчество необязательным для создания контрагента,ЮСИ,Нет: приоритет застройщика,Нет: приоритет от стейкхолдера,11 сент. 2025 12:44,Контрагенты (agent),Зафиксировано,HELPDESK-5770
Контрагенты: Общие,Конструктор отчетов для базовой сущности контрагент,Атлас,A,Нет: приоритет от стейкхолдера,13 авг. 2025 11:55,Конфигуратор отчётов (configurator),Зафиксировано,HELPDESK-5617
Контрагенты: Общие,Добавить новые поля для генерации по застройщику,Макси,Нет: приоритет застройщика,Нет: приоритет от стейкхолдера,23 дек. 2025 17:41,Контрагенты (agent),Рассматривает аккаунт,HELPDESK-6414
Контрагенты: Общие,Склонять ФИО контрагента при генерации документов по шаблону,Ромашки,A,Нет: приоритет от стейкхолдера,26 июн. 2024 14:54,Конструктор документов (docgen),Зафиксировано,HELPDESK-2097
Контрагенты: Общие,"Отображать в буферном реестре ФИО контрагента по сделке и ФИО менеджера, подавшего заявку на отмену",Расцвет,B,Нет: приоритет от стейкхолдера,3 мая 2024 14:05,Буферный реестр (revokeapprove),Зафиксировано,HELPDESK-1688
Контрагенты: Общие,"Добавить в карточку контрагента поля: наличие детей, уровень дохода, интересы",Эффект Девелопмент,B,Нет: приоритет от стейкхолдера,30 июл. 2024 17:21,Контрагенты (agent),Зафиксировано,HELPDESK-2547
Контрагенты: Общие,Добавить при создании сделки возможность указать опекуна для ребенка,УДС,B,Нет: приоритет от стейкхолдера,30 сент. 2025 08:49,Контрагенты (agent),Зафиксировано,HELPDESK-5874
Контрагенты: Паспортные данные,Добавить проверку паспортных данных в карточке контрагента,АльфаСтройИнвест,A,A,14 нояб. 2025 16:53,Контрагенты (agent),В разработке,HELPDESK-6160
Контрагенты: Паспортные данные,Ограничение доступа в реестре контрагентов для МОПов,Самсон,A,Нет: приоритет от стейкхолдера,29 июл. 2025 19:12,Права (access),Зафиксировано,HELPDESK-5505
ЛК: Новые блоки,Добавить в ЛК новые блоки с информацией,Аквилон,Нет: приоритет застройщика,Нет: приоритет от стейкхолдера,30 янв. 2025 11:35,Личный кабинет (personal),Зафиксировано,HELPDESK-4174
ЛК: Общие,Подключить эквайринг для оплаты ДБ по ссылке,Аквилон,B,Нет: приоритет от стейкхолдера,7 авг. 2025 18:13,Личный кабинет (personal),На проверке,HELPDESK-5581
Массовый редактор: Общие,"Добавить функционал объединения ячеек для ""Паркингов"" и ""Комм. площади"".",Атлас,C,Нет: приоритет от стейкхолдера,1 мар. 2024 11:34,Массовый редактор (masseditor),Включили в эпик ДК,HELPDESK-1154
Массовый редактор: Общие,Выводить сумму покомнатной жилой площади в экспорте,Атлас,B,Нет: приоритет от стейкхолдера,11 нояб. 2025 11:02,Массовый редактор (masseditor),Зафиксировано,HELPDESK-6116
Массовый редактор: Общие,Добавить возможность указывать интервал для высоты потолков,Атлас,B,Нет: приоритет от стейкхолдера,11 нояб. 2025 14:15,Массовый редактор (masseditor),Рассматривает разработка,HELPDESK-6124
Массовый редактор: Общие,Добавить возможность задавать название подъезда не только числом,Атлас,B,Нет: приоритет от стейкхолдера,13 мар. 2024 15:31,Массовый редактор (masseditor),Включили в эпик ДК,HELPDESK-1241
Массовый редактор: Общие,Добавить копейки в МР,Ромашки,C,Нет: приоритет от стейкхолдера,2 мая 2024 17:51,Массовый редактор (masseditor),Зафиксировано,HELPDESK-1683
Массовый редактор: Общие,Разрешать назначать в коммерции планировку на этаж,ЮСИ,Нет: приоритет застройщика,Нет: приоритет от стейкхолдера,22 авг. 2025 14:48,Массовый редактор (masseditor),Зафиксировано,HELPDESK-5672
